title,url
臺灣臺北地方法院 114 年度 破 字第 7 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TPDV%2c114%2c%e7%a0%b4%2c7%2c20250613%2c1&ot=in
臺灣高雄地方法院 114 年度 破 字第 2 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=KSDV%2c114%2c%e7%a0%b4%2c2%2c20250611%2c1&ot=in
臺灣嘉義地方法院 114 年度 破 字第 2 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=CYDV%2c114%2c%e7%a0%b4%2c2%2c20250604%2c2&ot=in
臺灣新北地方法院 114 年度 破 字第 5 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=PCDV%2c114%2c%e7%a0%b4%2c5%2c20250603%2c1&ot=in
臺灣雲林地方法院 114 年度 破 字第 2 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=ULDV%2c114%2c%e7%a0%b4%2c2%2c20250529%2c1&ot=in
臺灣臺中地方法院 114 年度 破 字第 3 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TCDV%2c114%2c%e7%a0%b4%2c3%2c20250528%2c1&ot=in
臺灣高雄地方法院 114 年度 破 字第 1 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=KSDV%2c114%2c%e7%a0%b4%2c1%2c20250528%2c1&ot=in
臺灣屏東地方法院 114 年度 破 字第 1 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=PTDV%2c114%2c%e7%a0%b4%2c1%2c20250526%2c1&ot=in
臺灣彰化地方法院 114 年度 破 字第 3 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=CHDV%2c114%2c%e7%a0%b4%2c3%2c20250526%2c1&ot=in
臺灣士林地方法院 114 年度 破 字第 7 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=SLDV%2c114%2c%e7%a0%b4%2c7%2c20250522%2c1&ot=in
臺灣士林地方法院 114 年度 破 字第 5 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=SLDV%2c114%2c%e7%a0%b4%2c5%2c20250522%2c1&ot=in
臺灣臺中地方法院 114 年度 破 字第 4 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TCDV%2c114%2c%e7%a0%b4%2c4%2c20250520%2c1&ot=in
臺灣士林地方法院 114 年度 破 字第 2 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=SLDV%2c114%2c%e7%a0%b4%2c2%2c20250519%2c1&ot=in
臺灣橋頭地方法院 114 年度 破 字第 3 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=CTDV%2c114%2c%e7%a0%b4%2c3%2c20250516%2c1&ot=in
臺灣臺北地方法院 114 年度 破 字第 5 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TPDV%2c114%2c%e7%a0%b4%2c5%2c20250513%2c1&ot=in
臺灣士林地方法院 114 年度 破 字第 3 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=SLDV%2c114%2c%e7%a0%b4%2c3%2c20250512%2c2&ot=in
臺灣彰化地方法院 114 年度 破 字第 2 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=CHDV%2c114%2c%e7%a0%b4%2c2%2c20250512%2c1&ot=in
臺灣嘉義地方法院 114 年度 破 字第 1 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=CYDV%2c114%2c%e7%a0%b4%2c1%2c20250509%2c2&ot=in
臺灣新北地方法院 114 年度 破 字第 6 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=PCDV%2c114%2c%e7%a0%b4%2c6%2c20250502%2c1&ot=in
臺灣嘉義地方法院 114 年度 破 字第 2 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=CYDV%2c114%2c%e7%a0%b4%2c2%2c20250428%2c1&ot=in
臺灣臺北地方法院 114 年度 破 字第 3 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TPDV%2c114%2c%e7%a0%b4%2c3%2c20250424%2c1&ot=in
臺灣臺中地方法院 114 年度 破 字第 2 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TCDV%2c114%2c%e7%a0%b4%2c2%2c20250423%2c2&ot=in
臺灣嘉義地方法院 114 年度 破 字第 1 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=CYDV%2c114%2c%e7%a0%b4%2c1%2c20250417%2c1&ot=in
臺灣新北地方法院 114 年度 破 字第 2 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=PCDV%2c114%2c%e7%a0%b4%2c2%2c20250408%2c1&ot=in
臺灣高等法院 114 年度 破抗 字第 5 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TPHV%2c114%2c%e7%a0%b4%e6%8a%97%2c5%2c20250331%2c1&ot=in
臺灣臺北地方法院 114 年度 破 字第 2 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TPDV%2c114%2c%e7%a0%b4%2c2%2c20250331%2c1&ot=in
臺灣士林地方法院 114 年度 破 字第 3 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=SLDV%2c114%2c%e7%a0%b4%2c3%2c20250324%2c1&ot=in
臺灣橋頭地方法院 114 年度 破 字第 2 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=CTDV%2c114%2c%e7%a0%b4%2c2%2c20250324%2c1&ot=in
臺灣臺中地方法院 114 年度 破 字第 2 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TCDV%2c114%2c%e7%a0%b4%2c2%2c20250319%2c1&ot=in
福建金門地方法院 114 年度 破 字第 1 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=KMDV%2c114%2c%e7%a0%b4%2c1%2c20250319%2c2&ot=in
福建金門地方法院 114 年度 破 字第 1 號民事其他文書,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=KMDV%2c114%2c%e7%a0%b4%2c1%2c20250224%2c1&ot=in
臺灣桃園地方法院 114 年度 破 字第 1 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TYDV%2c114%2c%e7%a0%b4%2c1%2c20250210%2c2&ot=in
臺灣桃園地方法院 114 年度 破 字第 1 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TYDV%2c114%2c%e7%a0%b4%2c1%2c20250113%2c1&ot=in
臺灣臺中地方法院 114 年度 破 字第 1 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TCDV%2c114%2c%e7%a0%b4%2c1%2c20250102%2c1&ot=in
臺灣新竹地方法院 114 年度 破 字第 1 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=SCDV%2c114%2c%e7%a0%b4%2c1%2c20250102%2c1&ot=in
臺灣高等法院 高雄分院 114 年度 破抗 字第 4 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=KSHV%2c114%2c%e7%a0%b4%e6%8a%97%2c4%2c20250728%2c1&ot=in
臺灣高等法院 114 年度 破抗 字第 7 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TPHV%2c114%2c%e7%a0%b4%e6%8a%97%2c7%2c20250716%2c1&ot=in
臺灣新北地方法院 113 年度 破 字第 13 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=PCDV%2c113%2c%e7%a0%b4%2c13%2c20250704%2c1&ot=in
臺灣士林地方法院 113 年度 破 字第 10 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=SLDV%2c113%2c%e7%a0%b4%2c10%2c20250703%2c1&ot=in
臺灣高等法院 113 年度 破抗 字第 18 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TPHV%2c113%2c%e7%a0%b4%e6%8a%97%2c18%2c20250630%2c1&ot=in
臺灣高雄地方法院 113 年度 破 字第 9 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=KSDV%2c113%2c%e7%a0%b4%2c9%2c20250630%2c2&ot=in
臺灣高等法院 臺南分院 114 年度 破抗更一 字第 2 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TNHV%2c114%2c%e7%a0%b4%e6%8a%97%e6%9b%b4%e4%b8%80%2c2%2c20250617%2c1&ot=in
臺灣彰化地方法院 113 年度 破 字第 1 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=CHDV%2c113%2c%e7%a0%b4%2c1%2c20250613%2c4&ot=in
臺灣新北地方法院 113 年度 聲 字第 287 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=PCDV%2c113%2c%e8%81%b2%2c287%2c20250613%2c1&ot=in
臺灣高雄地方法院 113 年度 破 字第 9 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=KSDV%2c113%2c%e7%a0%b4%2c9%2c20250612%2c1&ot=in
臺灣臺北地方法院 114 年度 破更一 字第 1 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TPDV%2c114%2c%e7%a0%b4%e6%9b%b4%e4%b8%80%2c1%2c20250605%2c1&ot=in
臺灣高等法院 臺中分院 114 年度 破抗 字第 1 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TCHV%2c114%2c%e7%a0%b4%e6%8a%97%2c1%2c20250604%2c1&ot=in
臺灣臺中地方法院 113 年度 破 字第 17 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TCDV%2c113%2c%e7%a0%b4%2c17%2c20250529%2c2&ot=in
臺灣臺北地方法院 114 年度 勞簡 字第 13 號民事判決,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TPDV%2c114%2c%e5%8b%9e%e7%b0%a1%2c13%2c20250529%2c1&ot=in
臺灣彰化地方法院 114 年度 聲 字第 58 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=CHDV%2c114%2c%e8%81%b2%2c58%2c20250512%2c1&ot=in
臺灣高等法院 114 年度 破抗 字第 6 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TPHV%2c114%2c%e7%a0%b4%e6%8a%97%2c6%2c20250421%2c1&ot=in
臺灣新北地方法院 113 年度 破 字第 4 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=PCDV%2c113%2c%e7%a0%b4%2c4%2c20250418%2c1&ot=in
臺灣臺北地方法院 113 年度 破 字第 25 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TPDV%2c113%2c%e7%a0%b4%2c25%2c20250417%2c2&ot=in
臺灣臺南地方法院 113 年度 破 字第 6 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TNDV%2c113%2c%e7%a0%b4%2c6%2c20250408%2c2&ot=in
臺灣新竹地方法院 113 年度 抗 字第 101 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=SCDV%2c113%2c%e6%8a%97%2c101%2c20250402%2c1&ot=in
臺灣臺北地方法院 114 年度 執破 字第 1 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TPDV%2c114%2c%e5%9f%b7%e7%a0%b4%2c1%2c20250331%2c1&ot=in
臺灣臺北地方法院 113 年度 訴 字第 6518 號民事判決,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TPDV%2c113%2c%e8%a8%b4%2c6518%2c20250331%2c1&ot=in
臺灣臺北地方法院 113 年度 破 字第 20 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TPDV%2c113%2c%e7%a0%b4%2c20%2c20250331%2c2&ot=in
臺灣臺北地方法院 113 年度 破 字第 27 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TPDV%2c113%2c%e7%a0%b4%2c27%2c20250331%2c2&ot=in
臺灣士林地方法院 113 年度 破 字第 1 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=SLDV%2c113%2c%e7%a0%b4%2c1%2c20250326%2c2&ot=in
臺灣彰化地方法院 113 年度 破 字第 1 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=CHDV%2c113%2c%e7%a0%b4%2c1%2c20250324%2c3&ot=in
臺灣臺北地方法院 113 年度 破 字第 18 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TPDV%2c113%2c%e7%a0%b4%2c18%2c20250319%2c2&ot=in
臺灣臺南地方法院 113 年度 破 字第 6 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TNDV%2c113%2c%e7%a0%b4%2c6%2c20250319%2c1&ot=in
臺灣臺北地方法院 113 年度 重訴 字第 703 號民事判決,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TPDV%2c113%2c%e9%87%8d%e8%a8%b4%2c703%2c20250319%2c1&ot=in
臺灣士林地方法院 113 年度 破 字第 1 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=SLDV%2c113%2c%e7%a0%b4%2c1%2c20250312%2c1&ot=in
臺灣臺北地方法院 113 年度 破 字第 15 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TPDV%2c113%2c%e7%a0%b4%2c15%2c20250310%2c2&ot=in
臺灣彰化地方法院 113 年度 破 字第 1 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=CHDV%2c113%2c%e7%a0%b4%2c1%2c20250307%2c2&ot=in
臺灣新北地方法院 113 年度 訴 字第 3513 號民事判決,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=PCDV%2c113%2c%e8%a8%b4%2c3513%2c20250307%2c1&ot=in
臺灣臺北地方法院 113 年度 破 字第 27 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TPDV%2c113%2c%e7%a0%b4%2c27%2c20250305%2c1&ot=in
臺灣南投地方法院 113 年度 破 字第 1 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=NTDV%2c113%2c%e7%a0%b4%2c1%2c20250304%2c1&ot=in
臺灣臺北地方法院 113 年度 破 字第 25 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TPDV%2c113%2c%e7%a0%b4%2c25%2c20250303%2c1&ot=in
臺灣臺北地方法院 113 年度 破 字第 18 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TPDV%2c113%2c%e7%a0%b4%2c18%2c20250303%2c1&ot=in
臺灣臺中地方法院 113 年度 破 字第 11 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TCDV%2c113%2c%e7%a0%b4%2c11%2c20250226%2c1&ot=in
臺灣新北地方法院 113 年度 破更一 字第 4 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=PCDV%2c113%2c%e7%a0%b4%e6%9b%b4%e4%b8%80%2c4%2c20250214%2c1&ot=in
臺灣新竹地方法院 113 年度 破 字第 4 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=SCDV%2c113%2c%e7%a0%b4%2c4%2c20250212%2c1&ot=in
臺灣臺中地方法院 113 年度 重訴 字第 291 號民事判決,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TCDV%2c113%2c%e9%87%8d%e8%a8%b4%2c291%2c20250207%2c2&ot=in
臺灣新竹地方法院 113 年度 破 字第 5 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=SCDV%2c113%2c%e7%a0%b4%2c5%2c20250204%2c1&ot=in
臺灣臺北地方法院 113 年度 破 字第 26 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TPDV%2c113%2c%e7%a0%b4%2c26%2c20250204%2c1&ot=in
臺灣臺中地方法院 113 年度 破 字第 16 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TCDV%2c113%2c%e7%a0%b4%2c16%2c20250203%2c2&ot=in
臺灣士林地方法院 113 年度 破 字第 11 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=SLDV%2c113%2c%e7%a0%b4%2c11%2c20250124%2c1&ot=in
臺灣臺中地方法院 113 年度 破 字第 17 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TCDV%2c113%2c%e7%a0%b4%2c17%2c20250121%2c1&ot=in
臺灣臺北地方法院 113 年度 司繼 字第 2260 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TPDV%2c113%2c%e5%8f%b8%e7%b9%bc%2c2260%2c20250120%2c1&ot=in
臺灣高雄地方法院 113 年度 破 字第 3 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=KSDV%2c113%2c%e7%a0%b4%2c3%2c20250110%2c1&ot=in
臺灣臺北地方法院 113 年度 破 字第 20 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TPDV%2c113%2c%e7%a0%b4%2c20%2c20250108%2c1&ot=in
臺灣高雄地方法院 113 年度 破 字第 4 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=KSDV%2c113%2c%e7%a0%b4%2c4%2c20250107%2c2&ot=in
臺灣新北地方法院 113 年度 破 字第 14 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=PCDV%2c113%2c%e7%a0%b4%2c14%2c20250106%2c1&ot=in
臺灣新北地方法院 113 年度 破 字第 17 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=PCDV%2c113%2c%e7%a0%b4%2c17%2c20250103%2c1&ot=in
臺灣高等法院 113 年度 破抗 字第 17 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TPHV%2c113%2c%e7%a0%b4%e6%8a%97%2c17%2c20241231%2c1&ot=in
臺灣臺中地方法院 113 年度 破 字第 15 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TCDV%2c113%2c%e7%a0%b4%2c15%2c20241231%2c1&ot=in
臺灣苗栗地方法院 113 年度 破 字第 2 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=MLDV%2c113%2c%e7%a0%b4%2c2%2c20241227%2c2&ot=in
臺灣桃園地方法院 113 年度 破 字第 2 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TYDV%2c113%2c%e7%a0%b4%2c2%2c20241224%2c2&ot=in
臺灣新北地方法院 113 年度 破 字第 9 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=PCDV%2c113%2c%e7%a0%b4%2c9%2c20241220%2c2&ot=in
臺灣彰化地方法院 113 年度 聲 字第 117 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=CHDV%2c113%2c%e8%81%b2%2c117%2c20241219%2c1&ot=in
臺灣高雄地方法院 113 年度 破 字第 4 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=KSDV%2c113%2c%e7%a0%b4%2c4%2c20241216%2c1&ot=in
臺灣高等法院 臺南分院 113 年度 破抗 字第 2 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TNHV%2c113%2c%e7%a0%b4%e6%8a%97%2c2%2c20241213%2c1&ot=in
臺灣高等法院 113 年度 破抗 字第 7 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TPHV%2c113%2c%e7%a0%b4%e6%8a%97%2c7%2c20241212%2c1&ot=in
臺灣臺中地方法院 113 年度 破 字第 16 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TCDV%2c113%2c%e7%a0%b4%2c16%2c20241212%2c1&ot=in
臺灣臺中地方法院 113 年度 破 字第 8 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TCDV%2c113%2c%e7%a0%b4%2c8%2c20241212%2c1&ot=in
臺灣臺北地方法院 113 年度 聲 字第 687 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TPDV%2c113%2c%e8%81%b2%2c687%2c20241209%2c1&ot=in
臺灣臺中地方法院 113 年度 破 字第 12 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TCDV%2c113%2c%e7%a0%b4%2c12%2c20241202%2c2&ot=in
臺灣苗栗地方法院 113 年度 破 字第 2 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=MLDV%2c113%2c%e7%a0%b4%2c2%2c20241202%2c1&ot=in
臺灣高等法院 高雄分院 113 年度 破抗 字第 7 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=KSHV%2c113%2c%e7%a0%b4%e6%8a%97%2c7%2c20241129%2c1&ot=in
臺灣士林地方法院 113 年度 破 字第 2 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=SLDV%2c113%2c%e7%a0%b4%2c2%2c20241129%2c2&ot=in
臺灣臺中地方法院 113 年度 司票 字第 10268 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TCDV%2c113%2c%e5%8f%b8%e7%a5%a8%2c10268%2c20241128%2c2&ot=in
臺灣基隆地方法院 113 年度 破 字第 3 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=KLDV%2c113%2c%e7%a0%b4%2c3%2c20241128%2c2&ot=in
臺灣臺中地方法院 113 年度 破 字第 14 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TCDV%2c113%2c%e7%a0%b4%2c14%2c20241125%2c2&ot=in
臺灣臺北地方法院 113 年度 破 字第 24 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TPDV%2c113%2c%e7%a0%b4%2c24%2c20241122%2c1&ot=in
臺灣彰化地方法院 113 年度 破 字第 2 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=CHDV%2c113%2c%e7%a0%b4%2c2%2c20241121%2c2&ot=in
臺灣桃園地方法院 113 年度 破 字第 4 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TYDV%2c113%2c%e7%a0%b4%2c4%2c20241119%2c2&ot=in
臺灣高等法院 113 年度 破抗 字第 16 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TPHV%2c113%2c%e7%a0%b4%e6%8a%97%2c16%2c20241114%2c1&ot=in
臺灣臺中地方法院 113 年度 破 字第 13 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TCDV%2c113%2c%e7%a0%b4%2c13%2c20241112%2c2&ot=in
臺灣基隆地方法院 113 年度 破 字第 3 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=KLDV%2c113%2c%e7%a0%b4%2c3%2c20241112%2c1&ot=in
臺灣臺北地方法院 113 年度 破 字第 22 號民事裁定,https://judgment.judicial.gov.tw/FJUD/data.aspx?ty=JD&id=TPDV%2c113%2c%e7%a0%b4%2c22%2c20241111%2c2&ot=in
